name,lat,lng,formatted_address,rating,extracted_activities,activity_scores
Fort Entrance Old Gate,6.0281137,80.218447,Galle,4.739444778641163,"['architecture photography', 'historic sites', 'arts and culture', 'historic walks', 'sightseeing']","[4.75, 4.75, 3.6666666666666665, 4.0, 4.0]"
Fort Frederick,8.5772776,81.2432785,Trincomalee,4.20564766541895,"['historical monuments', 'architecture photography', 'sightseeing', 'historic sites', 'wildlife viewing', 'historic walks', 'architecture tours', 'architecture']","[4.333333333333333, 4.333333333333333, 4.0, 4.0, 3.6, 4.0, 4.0, 3.6666666666666665]"
Gal Oya Valley National Park,7.2285076,81.4718387,Henebadda,4.3123974888170284,"['boat wild life safaris', 'wildlife viewing', 'hiking', 'bird watching', 'wild life safaris']","[4.5, 4.5, 4.0, 4.0, 4.0]"
Galabedda Biso Pond,6.91683,81.3875045,Colombo Batticaloa Hwy,4.242993320523731,"['archaeological sites', 'architecture photography', 'arts and culture', 'hiking', 'historic sites', 'historical monuments', 'landscape photography', 'photography', 'sightseeing']","[4.6, 4.5, 4.6, 3.0, 4.6, 4.6, 5.0, 4.0, 5.0]"
Galegama Wewa,8.6351091,80.5670909,Ethakada,4.421780896336983,"['picnic', 'history tours', 'landscape photography', 'sightseeing', 'hiking', 'bird watching', 'historic sites', 'historical monuments', 'wildlife viewing']","[5.0, 4.5, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0]"
Galle,6.032894799999999,80.2167912,Galle,,"['historic walks', 'beach visits', 'beachfront dining', 'art classes', 'city tours']","[3.25, 2.0, 1.5, 2.6666666666666665, 3.0]"
Galle Dutch Fort,6.030459199999999,80.2150207,Galle ,4.599586904309831,"['architecture photography', 'architecture tours', 'arts and culture', 'historic sites', 'historic walks', 'historical monuments', 'history tours', 'museum visits', 'sightseeing', 'local crafts']","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]"
Galle Fort Attractions and Jumpers Sri Lanka,6.0304644,80.2150237,Galle,4.691280103627117,"['architecture tours', 'architecture photography', 'beach visits', 'beachfront dining', 'arts and culture', 'historic sites', 'historical monuments', 'historic walks', 'cultural experiences', 'local crafts', 'museum visits', 'sightseeing']","[4.25, 4.0, 5.0, 4.0, 4.5, 4.5, 4.5, 4.0, 4.666666666666667, 4.0, 4.0, 4.0]"
Galle Lighthouse,6.024561299999999,80.2193661,Galle,4.796319269478297,"['architecture photography', 'historic sites', 'beach visits', 'sightseeing', 'landscape photography', 'local crafts']","[3.5, 3.5, 4.0, 3.25, 4.0, 2.5]"
Gangaramaya Temple,6.916714499999999,79.8566456,Colombo ,4.499811956235254,"['architecture', 'arts and culture', 'cultural experiences', 'historic sites', 'historical monuments', 'temple pilgrimages', 'sightseeing', 'traditional ceremonies']","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
Geradi Ella Falls,6.9635967,80.9700842,Paranagma,4.479216317506872,"['hiking', 'waterfalls', 'cultural experiences', 'photography', 'picnicking', 'wildlife viewing', 'outdoor adventures']","[3.8, 4.6, 4.0, 4.666666666666667, 5.0, 4.0, 4.0]"
Glassaugh Falls,6.9465776,80.7372359,Nuwara Eliya,4.2450321193400535,"['hiking', 'photography', 'picnicking', 'waterfalls']","[4.4, 4.5, 5.0, 5.0]"
Hakgala Botanical Garden,6.926584900000001,80.82152839999999,Hakgala,4.598943530010264,"['botanical gardens', 'sightseeing', 'photography', 'hiking', 'picnic']","[3.2, 3.0, 3.0, 2.8, 4.0]"
"Haliela , Sri Lanka",6.973818,81.0379761,Haliela,4.0556897891330745,"['tea tasting', 'hiking', 'waterfalls', 'arts and culture', 'historic sites', 'temple pilgrimages', 'cultural experiences', 'village homestays', 'landscape photography']","[4.666666666666667, 4.75, 5.0, 3.5, 4.5, 4.25, 4.25, 3.6666666666666665, 5.0]"
Hambantota Beach,6.1279932,81.1272036,Hambantota,4.336623774303517,"['beach visits', 'beachfront dining', 'surfing']","[4.333333333333333, 3.0, 4.0]"
Haputale,6.7654136,80.95256549999999,Haputale,,"['tea tasting', 'hiking', 'cultural experiences', 'sightseeing']","[3.0, 3.4285714285714284, 2.0, 3.2857142857142856]"
Hatadage,7.9478635,81.0013018,Polonnaruwa,4.495256430113334,"['archaeological sites', 'architecture photography', 'architecture tours', 'arts and culture', 'historic sites', 'historic walks', 'historical monuments', 'history tours', 'sightseeing', 'temple pilgrimages', 'cultural experiences', 'wildlife viewing']","[5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0]"
Hatale Mini Worlds End,7.3826346,80.722532,Panwila,4.491079569903392,"['hiking', 'camping', 'wildlife viewing', 'landscape photography', 'sightseeing']","[4.25, 5.0, 4.0, 4.0, 4.0]"
Hathbamba Ella Waterfall,6.6350499,80.3591021,Ratnapura,4.5692279947288,"['waterfalls', 'hiking', 'photography', 'picnicking', 'wildlife viewing', 'outdoor adventures']","[5.0, 4.0, 4.0, 4.0, 3.0, 4.0]"
Hathbili Ella Falls,6.6542402,80.4705553,Ratnapura,4.701641519064547,"['hiking', 'photography', 'waterfalls', 'picnic']","[3.6, 5.0, 5.0, 5.0]"
Hettipola wewa,7.601516,80.0796619,Kottamba Pitiya,4.551945087658675,"['hiking', 'bird watching', 'landscape photography', 'cultural experiences', 'architecture photography', 'sightseeing', 'wildlife viewing', 'picnicking']","[3.8, 5.0, 4.25, 4.0, 4.0, 3.3333333333333335, 3.5, 5.0]"
Heyna camping site,6.2073401,81.2720141,Weligatta,,"['camping', 'hiking']","[1.25, 3.0]"
Hidden Water fall Tiny Ella,7.278051,80.630203,Kandy,,"['hiking', 'waterfalls']","[1.6, 2.6]"
Hikka Tranz by Cinnamon,6.131707499999999,80.10110039999999,Hikkaduwa ,4.30136455012787,"['beach visits', 'beachfront dining', 'arts and culture']","[4.8, 5.0, 4.0]"
Hikkaduwa,6.1394676,80.10628609999999,Hikkaduwa,,"['snorkeling', 'beach visits']","[2.75, 2.0]"
Hikkaduwa Beach,6.1377266,80.09905959999999,Hikkaduwa Beach,4.691924719622424,"['surfing', 'snorkeling', 'beach visits', 'beachfront dining', 'turtle watching', 'local crafts']","[5.0, 5.0, 4.0, 5.0, 4.5, 3.0]"
Hirigalketiya waterfall,6.6360402,80.4489898,Ratnapura,2.078701872835541,"['waterfalls', 'hiking']","[1.0, 1.0]"
Hiriketiya Beach,5.962357700000001,80.706811,Hiriketiya Beach,4.40139830496634,"['surfing', 'beach visits', 'beachfront dining', 'sunset viewing', 'yoga retreats']","[4.5, 4.0, 4.25, 5.0, 4.0]"
Horton Plains National Park,6.809445999999999,80.8023333,Nuwara Eliya,4.698605059530784,"['hiking', 'bird watching', 'wildlife viewing', 'landscape photography', 'butterfly watching', 'sightseeing', 'waterfalls', 'picnic']","[5.0, 4.75, 5.0, 4.333333333333333, 5.0, 4.0, 5.0, 5.0]"
Huluganga Ella Waterfall,7.4009935,80.7423197,Huluganga,4.402678620106074,"['hiking', 'waterfalls', 'photography', 'sightseeing']","[3.8, 4.5, 3.6666666666666665, 3.8]"
Hundukata,6.742942,80.447135,Ratnapura,4.339612718259856,"['hiking', 'swimming', 'picnic', 'sightseeing', 'landscape photography', 'wildlife viewing', 'photography']","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]"
Hunnasgiriya Water Fall,7.4018005,80.6898511,Matale,4.6871897471195805,"['waterfalls', 'hiking', 'picnic', 'landscape photography', 'beach visits', 'swimming', 'sightseeing']","[4.555555555555555, 4.2, 5.0, 5.0, 4.0, 4.5, 4.0]"
Hurulu Eco Park Wild Elephant Safari,8.0584389,80.7702566,Habarana,4.128232312085034,"['wild life safaris', 'wildlife viewing', 'elephant rides']","[4.0, 4.0, 4.0]"
Ice fall view point,6.945866,80.7388536,Nanuoya,4.7140605191826594,"['waterfalls', 'hiking', 'photography', 'swimming', 'sightseeing', 'wildlife viewing', 'landscape photography']","[4.0, 3.25, 4.0, 4.0, 3.6666666666666665, 3.0, 4.0]"
Independence Memorial Museum,6.9041085,79.8676062,Colombo,4.576996664912022,"['museum visits', 'arts and culture', 'historical monuments', 'botanical gardens', 'history tours', 'outdoor adventures', 'sightseeing']","[3.25, 3.25, 3.4, 3.5, 3.5, 3.0, 3.0]"
International Buddhist Museum,7.2940263,80.6418502,Kandy,4.668461897108049,"['museum visits', 'arts and culture', 'architecture tours', 'historical monuments', 'cultural experiences']","[4.2, 4.2, 4.0, 4.0, 4.0]"
Isurumuniya Temple,8.3346006,80.3906446,Anuradhapura,4.98887313953796,"['archaeological sites', 'arts and culture', 'architecture photography', 'history tours', 'museum visits', 'temple pilgrimages', 'historic sites', 'historical monuments', 'sightseeing', 'photography', 'cultural experiences', 'hiking', 'landscape photography', 'outdoor adventures', 'wildlife viewing']","[5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0]"
Jaffna Lagoon Area,9.6576092,80.004428,JaffnaPannaiKayts Rd,4.197701944661347,"['bird watching', 'photography', 'fishing', 'landscape photography', 'sightseeing', 'wildlife viewing', 'beach visits', 'architecture photography', 'historic sites']","[4.5, 4.5, 4.5, 5.0, 4.0, 3.6666666666666665, 4.0, 3.0, 3.0]"
Jaffna Public Library,9.6621275,80.0117309,Jaffna,4.864774372477068,"['architecture photography', 'architecture tours', 'arts and culture', 'cultural experiences', 'historic sites', 'history tours', 'literary tours', 'museum visits', 'sightseeing']","[4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0]"
Jana Kala Kendraya,6.8901777,79.9217188,Sri Jayawardenepura Kotte,4.163547642396348,"['local crafts', 'arts and culture', 'craft workshops', 'cultural experiences', 'sightseeing']","[4.0, 4.0, 4.0, 4.0, 4.0]"
Jaya Sri Maha Bodhi,8.3448577,80.397303,Anuradhapura,4.698941972598236,"['historical monuments', 'cultural experiences', 'traditional ceremonies', 'temple pilgrimages', 'arts and culture', 'historic sites', 'sightseeing']","[5.0, 3.8, 4.0, 4.4, 3.8, 4.6, 4.0]"
Jayanthi Wewa Hot Spring,7.1408484,81.5523965,Wadinagala,4.322490403756289,"['hot springs', 'hiking']","[3.75, 2.25]"
Jungle Beach,6.0186943,80.2394104,Jungle Beach,4.5971304633121335,"['hiking', 'beach visits', 'swimming', 'snorkeling']","[3.0, 4.6, 4.4, 4.0]"
Kadawatha Wewa,8.6621548,80.541028,Puhudivula Rd,,"['boating', 'fishing', 'bird watching', 'landscape photography', 'hiking', 'sightseeing']","[2.0, 2.0, 3.0, 4.0, 2.0, 3.0]"
Kalametiya Bird Sanctuary Bird Watching Ecotourism,6.0824603,80.9293944,Hungama,4.582633620787541,"['bird watching', 'boat wild life safaris', 'wildlife viewing']","[4.8, 4.0, 4.6]"
Kalmunai Point,8.0633247,79.7550827,Etalai,4.577387579573129,"['photography', 'beach visits', 'outdoor adventures', 'camping', 'landscape photography', 'beachfront dining']","[4.8, 4.2, 4.0, 4.0, 4.0, 4.0]"
Kalpitiya,8.2295281,79.7596142,Kalpitiya,,"['scuba diving', 'paddleboarding', 'fishing', 'kayaking', 'beach visits', 'outdoor adventures']","[1.0, 2.5, 2.0, 3.0, 4.0, 2.0]"
Kalpitiya Dutch Church,8.2373172,79.7647655,Kalpitiya,3.9754467170115246,"['architecture photography', 'architecture tours', 'arts and culture', 'historic sites', 'history tours', 'historical monuments', 'photography', 'sightseeing']","[4.0, 4.0, 4.0, 4.4, 4.0, 4.4, 4.0, 4.0]"
Kalpitiya Lagoon,8.2412725,79.7441936,Kalpitiya Lagoon,4.705466571100926,"['kite surfing', 'beach visits', 'fishing', 'boat wild life safaris', 'dolphin watching', 'kayaking']","[4.5, 5.0, 4.0, 5.0, 5.0, 5.0]"
Kanakarayan Kulam,9.0559875,80.5092656,Kanakarayankulam,4.682019631665017,"['hiking', 'bird watching', 'picnicking', 'landscape photography', 'wildlife viewing', 'sightseeing', 'photography']","[4.5, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]"
Kandalama,7.8884985,80.7103532,Kandalama,,"['air ballooning', 'photography', 'sightseeing']","[2.8333333333333335, 2.6666666666666665, 1.6666666666666667]"
Kandy,7.2905715,80.6337262,Kandy,,"['cultural festivals', 'tea tasting', 'local crafts', 'public art installations', 'horse shows']","[1.6, 3.4, 2.75, 1.4, 3.3333333333333335]"
Kandy City Centre,7.292022299999998,80.63711479999999,Kandy,4.7988268052122285,"['shopping', 'dining', 'architecture photography', 'city tours', 'local crafts', 'sightseeing', 'arts and culture', 'outdoor adventures', 'museum visits', 'photography', 'temple pilgrimages', 'cultural experiences', 'historic sites', 'historic walks', 'historical monuments']","[5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
Kandy Lake,7.291201699999999,80.6420565,Kandy,4.687850336499663,"['bird watching', 'sightseeing', 'turtle watching', 'hiking', 'photography', 'arts and culture', 'landscape photography', 'local crafts', 'architecture photography', 'wildlife viewing', 'fishing']","[4.5, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0]"
Kandy Lake View Point,7.29289,80.6378493,Kandy,4.379839827981666,"['landscape photography', 'photography', 'hiking', 'sightseeing', 'arts and culture', 'picnicking', 'history tours']","[5.0, 4.5, 4.0, 4.5, 4.0, 4.0, 3.0]"
Kandy National Museum,7.293338899999998,80.6420168,Kandy,3.979050798864877,"['museum visits', 'arts and culture', 'historic sites', 'history tours', 'sightseeing']","[4.0, 4.0, 4.0, 4.0, 4.0]"
Kandyan Cultural Centre,7.2920019,80.6423871,Kandy,4.21534749739736,"['cultural experiences', 'traditional ceremonies', 'arts and culture', 'theater', 'sightseeing']","[4.5, 4.5, 4.5, 5.0, 4.0]"
Kanneliya National Rain Forest Reserve,6.257641599999999,80.3596211,Kanneliya,4.714202692597717,"['hiking', 'wildlife viewing', 'waterfalls', 'bird watching', 'photography']","[4.2727272727272725, 4.818181818181818, 4.5, 5.0, 5.0]"
Kanniya Hot Water Springs,8.6044979,81.17133760000002,Trincomalee,4.303085001081208,"['hot springs', 'historic sites', 'cultural experiences', 'local crafts']","[3.8, 4.0, 3.6666666666666665, 3.0]"
Kataragama,6.4135463,81.33256790000002,Kataragama,,"['temple pilgrimages', 'cultural experiences', 'historic sites', 'arts and culture', 'cultural festivals']","[2.1372549019607843, 2.036363636363636, 3.0, 2.0, 3.0]"
Kattukkarai Kulam,8.8627469,80.0157274,Vavuniya,4.275929723965887,"['bird watching', 'photography', 'picnicking', 'landscape photography', 'wildlife viewing', 'sightseeing', 'hiking']","[4.333333333333333, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
Katugas Ella Waterfall,6.7050077,80.4019678,Ratnapura,4.582147538926632,"['hiking', 'waterfalls', 'swimming', 'photography']","[4.166666666666667, 3.8333333333333335, 3.25, 4.0]"
Katukeliyawa Wewa,8.6815884,80.5708941,Puhudivula,,"['fishing', 'picnic', 'boat rides', 'sunset viewing']","[2.0, 2.0, 3.0, 1.0]"
Kelaniya Raja Maha Viharaya,6.951826,79.9184698,Peliyagoda,4.898599757221787,"['architecture photography', 'architecture tours', 'arts and culture', 'cultural experiences', 'historic sites', 'historical monuments', 'temple pilgrimages', 'sightseeing']","[4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2]"
King Sangiliyans Statue,9.6742111,80.0351267,Jaffna,4.314333900894375,"['historical monuments', 'arts and culture', 'photography', 'historic sites', 'sightseeing', 'cultural experiences']","[4.6, 4.0, 4.0, 4.0, 3.5, 4.0]"
Kiranchi Beach,9.3107049,80.1127062,Kiranchi,3.299127690211779,"['fishing', 'beach visits']","[2.6, 1.0]"
Kiri Vehera,7.9632729,81.0036212,Polonnaruwa,4.91199994396797,"['archaeological sites', 'architecture photography', 'arts and culture', 'historic sites', 'historical monuments', 'sightseeing', 'temple pilgrimages', 'cultural experiences', 'local crafts', 'architecture tours', 'history tours', 'historic walks', 'spiritual retreats']","[4.25, 4.0, 4.4, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
Kirindi Ella Waterfall,6.6422444,80.5644469,Pelmadulla,4.406321997453743,"['hiking', 'waterfalls', 'landscape photography', 'outdoor adventures', 'photography']","[3.8, 4.8, 4.0, 4.0, 4.0]"
Kiriwalketiya waterfall,6.637441,80.4557783,Nivithigala,,"['waterfalls', 'hiking']","[1.6666666666666667, 1.1666666666666667]"
Kitulgala,6.9897845,80.4270885,Kitulgala,,"['kayaking', 'outdoor adventures']","[2.6666666666666665, 2.25]"
Knuckles,7.442392099999998,80.7809609,Knuckles,4.84311106666193,"['hiking', 'butterfly watching', 'rock climbing', 'mountain biking', 'camping', 'wildlife viewing', 'photography']","[4.666666666666667, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]"
Knuckles Forest Reserve,7.450159999999999,80.7879407,Gomara,4.792487409623915,"['hiking', 'wildlife viewing', 'waterfalls', 'camping']","[5.0, 4.0, 5.0, 4.0]"
Koggala,6.000704,80.3352364,Koggala,,"['beach visits', 'snorkeling', 'turtle watching', 'scuba diving']","[2.0, 3.0, 2.0, 2.0]"
Koggala Beach,5.992272,80.3106907,Koggala Beach,4.31981137170761,"['snorkeling', 'beach visits', 'scuba diving', 'turtle watching']","[3.6666666666666665, 4.5, 5.0, 5.0]"
Kokkilai Beach,9.0645944,80.9187057,Kokkilai,4.04728411999035,"['beach visits', 'beachfront dining', 'hiking', 'landscape photography']","[4.5, 3.5, 4.0, 3.0]"
Korathota Royal Temple,6.915038,80.0021349,Korathota,4.786664563321446,"['hiking', 'historic sites', 'arts and culture', 'temple pilgrimages', 'architecture tours', 'historical monuments', 'spiritual retreats', 'sightseeing', 'archaeological sites', 'cultural experiences', 'architecture photography', 'history tours']","[3.6, 3.6666666666666665, 3.6, 3.6, 3.6666666666666665, 4.0, 3.25, 4.0, 4.0, 3.5, 3.5, 3.0]"
Kotte Rajamaha Vihara,6.8810081,79.9047497,Sri Jayawardenepura Kotte,4.789718418609164,"['historic sites', 'architecture photography', 'arts and culture', 'cultural experiences', 'temple pilgrimages', 'architecture tours', 'historical monuments', 'elephant rides', 'spiritual retreats']","[4.5, 4.666666666666667, 4.6, 4.4, 4.5, 4.333333333333333, 4.0, 4.0, 5.0]"
Kuda Meegaskada Wewa,8.6677438,80.5716299,Puhudivula,,"['hiking', 'bird watching', 'fishing', 'landscape photography', 'wildlife viewing', 'picnic']","[2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
Kudawa Beach Kalpitiya,8.2273054,79.7281564,Kalpitiya,4.321065917673263,"['beach visits', 'swimming', 'sunbathing', 'kitesurfing', 'fishing', 'long walks', 'photography', 'dolphin watching', 'boat wild life safaris', 'sailing']","[4.75, 4.5, 4.0, 5.0, 0.0, 4.0, 4.0, 5.0, 5.0, 5.0]"
Kumana National Park,6.5729598,81.6692532,Okanda,4.496874391935142,"['bird watching', 'wildlife viewing', 'wild life safaris', 'landscape photography']","[5.0, 5.0, 4.5, 5.0]"
Lahugala Magul Maha Viharaya,6.8673471,81.7366519,Lahugala,4.851930093445779,"['archaeological sites', 'historic sites', 'architecture', 'arts and culture', 'historical monuments', 'history tours', 'sightseeing', 'cultural experiences', 'temple pilgrimages', 'architecture photography', 'landscape photography', 'photography', 'hiking', 'historic walks']","[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
Lake side cabana,8.5742414,81.2205383,Trincomalee ,,"['beach visits', 'water parks', 'outdoor adventures', 'sightseeing', 'beachfront dining', 'fishing', 'kayaking', 'paddleboarding', 'wildlife viewing', 'hiking', 'cycling']","[3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
Lankavatara Beach,6.0736968,80.9263157,Kalametiya,4.489970063672471,"['beach visits', 'beachfront dining', 'fishing']","[4.333333333333333, 3.0, 4.0]"
Laxapana Falls,6.899600700000001,80.50104089999999,Laxapana ,4.975985762487259,"['hiking', 'waterfalls', 'landscape photography', 'sightseeing']","[4.0, 4.5, 5.0, 5.0]"
Leisure World,6.9167,80.0667,Hanwella,,"['themed parks', 'water parks', 'amusement parks']","[1.6, 1.2, 1.5]"
Limestone Caves,9.820859400000002,80.1445444,Valvettithurai,4.281522417962568,"['caving', 'hiking', 'landscape photography', 'sightseeing']","[4.0, 4.0, 4.0, 4.0]"
Lionel Wendt Art Centre,6.9068713,79.8606262,Colombo ,4.693601694780707,"['arts and culture', 'theater', 'cultural experiences']","[4.0, 3.6, 5.0]"
Lions Mouth Rock Kadugannawa,7.2538553,80.5065411,Kadugannawa,4.57546847132226,"['hiking', 'historic sites', 'photography', 'sightseeing']","[3.6, 3.5, 3.6666666666666665, 3.5]"
Lissana gala,6.6199775,80.3737443,Digana,4.670106738917303,"['hiking', 'landscape photography', 'picnicking', 'wildlife viewing']","[4.2, 4.25, 5.0, 4.5]"
Lotus Pond Ancient Nelum Pokuna,7.9748656,81.0040111,Polonnaruwa,4.31961666535176,"['archaeological sites', 'architecture photography', 'arts and culture', 'historic sites', 'historical monuments', 'photography', 'sightseeing']","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]"
Lotus Pond Nelum pokuna II II,7.9838244,81.0038763,Polonnaruwa,4.040758998526764,"['archaeological sites', 'architecture photography', 'historic sites', 'sightseeing', 'architecture', 'arts and culture', 'historical monuments', 'photography', 'wildlife viewing', 'historic walks', 'cultural experiences', 'architecture tours', 'landscape photography']","[4.0, 3.5, 3.6666666666666665, 3.6666666666666665, 4.0, 3.6666666666666665, 3.6666666666666665, 4.0, 3.0, 3.0, 3.5, 3.0, 3.0]"
Lunuganga,6.4033838,80.0218791,Bentota,4.6874177830347294,"['botanical gardens', 'architecture tours', 'architecture photography', 'arts and culture', 'history tours']","[5.0, 5.0, 5.0, 5.0, 5.0]"
Madola Ella,6.621315,80.4815627,Ratnapura,4.508882893482684,"['hiking', 'waterfalls', 'photography', 'swimming', 'picnicking']","[3.6666666666666665, 4.8, 4.8, 4.0, 5.0]"
Madu Ganga,6.3140994,80.0916463,Madu Ganga,4.586533556234484,"['river cruises', 'bird watching', 'arts and culture', 'cultural experiences', 'fish therapy', 'local crafts', 'wildlife viewing']","[4.0, 4.0, 5.0, 4.0, 3.0, 4.0, 4.0]"
Madunagala Hot Water Spring,6.253630099999999,80.9817108,Hambantota,4.547318370491014,"['hot springs', 'animal encounters', 'aquarium']","[4.785714285714286, 2.0, 2.0]"
Maha Meegaskada Wewa,8.6722842,80.5746271,Puhudivula,,"['bird watching', 'hiking', 'cultural experiences', 'wildlife viewing', 'photography', 'sightseeing', 'fishing', 'camping']","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
Maha Oya Hot Water Springs,7.552181099999999,81.3530409,Maha Oya Hot Water Springs,4.334712968687681,['hot springs'],[4.0]
"Maha Viharaya, Anuradhapura",8.3446885,80.3965833,Anuradhapura,4.649299505477496,"['historical monuments', 'temple pilgrimages', 'architecture photography', 'architecture tours', 'cultural experiences', 'historic sites', 'history tours', 'sightseeing', 'arts and culture', 'spiritual retreats', 'historic walks', 'photography', 'wildlife viewing', 'archaeological sites']","[4.666666666666667, 4.5, 3.5714285714285716, 3.6666666666666665, 3.5714285714285716, 3.5714285714285716, 3.5714285714285716, 3.5714285714285716, 3.6666666666666665, 4.0, 3.0, 3.0, 3.0, 3.0]"
Mahakarambewa Wewa,8.0347222,79.9422222,Mahakarambewa Wewa,,"['fishing', 'bird watching', 'hiking', 'landscape photography']","[2.5, 3.0, 2.0, 2.0]"
Mahamevnawa Buddhist Monastery Galle,6.0414191,80.2738168,Padinnoruwa,4.754380650933423,"['meditation', 'architecture tours', 'spiritual retreats', 'arts and culture', 'historic sites', 'historical monuments', 'cultural experiences', 'sightseeing', 'architecture photography', 'temple pilgrimages', 'yoga retreats']","[4.25, 4.25, 3.8, 4.0, 4.0, 4.0, 3.5, 4.0, 4.0, 4.0, 4.0]"
